,instr,class,nb.repeat,attendance,difficulty,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28
2264,3,3,1,3,3,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3
2266,3,3,3,2,5,5,4,4,4,4,3,4,4,4,4,4,4,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4
2267,3,3,1,4,3,5,4,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,5
2273,3,3,3,2,3,4,4,3,4,3,3,4,4,4,3,3,4,3,3,3,3,3,3,4,4,4,4,4,3,4,3,3,3
2274,3,3,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2
2278,3,3,1,3,5,3,3,3,3,3,2,3,3,3,3,1,3,4,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4
2283,3,3,1,4,4,2,2,2,4,2,1,1,2,2,2,1,1,3,3,4,2,1,3,1,4,3,4,3,2,4,2,1,2
2284,3,3,1,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2286,3,3,1,2,5,1,1,4,2,2,4,2,2,1,2,1,1,4,4,4,3,4,3,3,5,5,5,3,3,5,5,4,5
2289,3,3,1,1,4,2,3,3,3,2,3,3,2,2,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2291,3,3,1,1,5,4,4,4,4,2,2,2,2,1,2,2,2,4,4,4,4,4,4,3,4,4,4,4,2,4,2,3,5
2294,3,3,1,3,5,2,2,2,3,3,3,2,2,3,2,2,2,3,3,3,2,3,2,2,2,3,3,3,2,3,2,3,2
2298,3,3,1,3,4,1,1,3,1,3,2,2,3,1,1,1,3,1,1,1,1,4,1,1,1,1,2,1,1,3,1,1,1
2301,3,3,1,1,5,2,2,2,2,1,1,1,1,1,1,2,1,1,2,3,1,4,1,2,3,3,3,1,1,2,2,1,2
2305,3,3,1,4,4,1,2,2,2,3,2,3,2,4,3,2,2,2,3,3,2,4,2,3,2,2,3,3,2,2,3,2,3
2314,3,3,1,3,4,1,2,4,2,1,2,1,1,1,1,1,1,2,2,3,1,4,1,1,2,3,3,3,3,3,2,2,3
2317,3,3,1,2,4,2,3,1,2,2,3,2,2,4,3,2,2,5,5,5,3,5,3,4,5,5,5,5,5,5,5,5,5
2321,3,3,3,3,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,5,3,5,4,3,3,3,4,4,3,5,5,5,3
2324,3,3,1,2,1,3,3,4,3,3,4,2,3,3,3,4,4,3,3,3,4,4,4,4,3,3,4,3,3,3,3,4,4
2345,3,3,1,3,5,3,2,2,2,2,1,2,2,1,1,2,1,1,1,2,1,1,2,1,2,1,2,1,1,2,1,1,2
2346,3,3,1,3,1,2,4,4,4,2,5,3,3,2,2,1,2,5,5,5,5,5,5,5,5,5,5,5,3,5,3,5,5
2347,3,3,1,3,3,2,4,4,2,4,4,4,4,4,5,5,4,4,5,5,5,5,5,5,4,4,4,4,5,5,5,4,5
2348,3,3,1,3,5,1,1,1,1,1,2,2,1,1,1,1,2,3,3,2,1,4,2,4,3,3,1,1,1,3,1,1,3
2350,3,3,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,2,4,2,3,2,2,2,1,4,3,2,3,2
2355,3,3,1,2,5,2,3,1,2,2,1,1,1,1,1,1,1,4,4,4,5,5,3,3,4,3,1,1,1,5,1,1,5
2359,3,3,1,3,1,3,3,3,2,4,5,4,5,5,5,4,3,4,4,4,5,4,5,4,5,5,5,5,3,3,4,4,5
2364,3,3,1,4,1,4,4,4,5,4,5,4,5,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4
2365,3,3,1,4,5,4,4,3,4,3,3,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2375,3,3,1,2,3,1,2,2,2,3,2,1,2,2,2,3,3,2,1,2,2,1,3,1,2,2,2,2,1,2,2,2,2
2383,3,3,2,3,3,5,4,1,1,2,1,1,1,3,2,3,1,3,4,5,3,5,4,4,5,5,5,3,4,5,5,4,5
2386,3,3,2,1,3,3,4,4,3,3,3,3,4,4,4,2,4,4,3,3,5,5,4,5,4,4,4,4,3,3,4,4,4
2390,3,3,2,1,4,3,3,3,2,3,3,4,3,3,2,2,2,3,3,3,3,3,3,3,2,2,1,2,3,4,4,3,2
2397,3,3,2,2,3,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2400,3,3,2,3,5,3,3,3,3,3,3,2,3,3,3,3,3,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3
2404,3,3,1,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,4,5,4,5,5
2405,3,3,1,4,4,4,5,5,4,5,5,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5
2410,3,3,1,1,3,1,2,2,2,3,2,2,2,1,2,2,2,4,4,3,2,5,2,3,3,4,4,4,4,4,4,4,5
2416,3,3,1,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,2,2,2,2,2,2,2,2,3,2,2,2,2
2423,3,3,1,4,3,3,3,4,3,4,4,3,3,3,4,3,3,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,5
2427,3,3,1,1,3,2,2,4,2,2,2,1,1,1,2,3,1,2,2,3,2,4,2,2,4,2,4,1,1,4,3,1,4
2428,3,3,1,4,4,3,5,4,5,3,5,5,4,3,4,4,5,5,5,4,5,5,4,5,5,4,5,5,5,4,5,5,5
2429,3,3,1,4,4,4,4,4,4,4,5,5,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2430,3,3,3,4,4,3,3,3,3,2,2,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2437,3,3,1,4,3,3,3,3,4,4,4,4,4,4,3,4,3,3,3,3,3,3,4,4,4,4,3,4,4,4,3,4,4
2443,3,3,1,2,4,2,2,2,2,2,2,2,2,2,2,1,1,3,4,4,3,4,3,3,4,4,4,2,2,4,2,2,4
2449,3,3,3,3,4,2,2,2,3,3,3,2,2,3,2,3,3,3,4,4,2,3,3,4,4,4,4,2,4,3,3,2,4
2451,3,3,1,3,4,3,3,3,3,3,3,3,4,4,2,3,4,4,4,4,4,4,3,2,3,3,4,4,3,4,3,2,4
2452,3,3,1,3,5,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2456,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,3,3,2,3,2,3,3,3,3
2461,3,3,1,3,4,2,2,2,2,3,3,3,3,2,2,2,3,3,3,3,4,4,4,3,3,4,3,3,4,4,3,3,3
2462,3,3,1,3,3,5,5,5,5,4,4,5,3,2,4,3,2,5,5,5,5,5,3,5,5,5,5,4,3,5,5,4,5
2465,3,3,1,4,5,3,4,4,4,4,4,4,3,3,3,4,3,4,4,4,4,3,3,4,4,3,3,4,3,4,4,4,4
2466,3,3,1,3,4,3,4,4,5,4,3,4,4,3,4,4,3,4,4,4,3,4,4,4,4,5,5,3,5,5,5,2,5
2468,3,3,1,1,5,5,4,5,4,5,4,4,5,4,4,5,4,4,4,5,5,4,4,5,5,4,4,4,5,5,5,4,5
2471,3,3,1,1,5,2,2,2,2,2,2,2,2,1,2,2,2,4,4,4,3,4,3,3,4,3,3,3,3,4,3,2,3
2473,3,3,1,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2474,3,3,1,3,5,2,4,4,2,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,4
2481,3,3,1,2,5,1,1,5,1,1,4,1,1,1,1,1,1,2,4,3,1,4,1,2,3,3,3,1,1,3,3,1,1
2482,3,3,1,4,4,4,4,4,4,2,2,3,3,3,3,2,3,4,4,4,3,4,2,3,3,4,3,3,2,4,4,3,4
2488,3,3,1,1,3,5,4,4,3,4,3,3,4,4,3,3,2,5,5,4,3,3,3,4,4,3,3,3,3,3,3,3,3
2490,3,3,1,4,1,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,5,5,5,5,5,5,5,5
2491,3,3,1,4,5,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2492,3,3,1,3,1,2,2,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2493,3,3,1,3,5,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2495,3,3,1,3,3,1,4,3,1,3,4,4,1,5,4,1,1,4,4,4,4,4,4,4,4,4,4,4,2,4,4,1,4
2497,3,3,1,3,1,2,2,4,2,4,3,3,3,4,3,2,2,4,5,4,4,4,4,5,5,5,5,5,5,5,5,5,5
2502,3,3,1,4,5,3,4,4,4,4,4,4,4,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4
2511,3,3,2,4,3,5,5,5,5,5,5,5,4,4,5,4,5,4,4,5,5,2,2,2,5,5,5,5,5,5,5,4,5
2518,3,3,2,4,3,3,3,4,3,3,3,2,2,3,3,3,3,4,4,4,5,4,4,3,4,4,4,4,3,4,4,3,4
2543,3,3,1,2,1,4,4,4,4,4,2,4,3,4,4,3,4,4,3,4,3,3,4,3,3,4,3,4,4,4,3,4,4
2544,3,3,1,1,5,1,1,1,4,1,1,1,1,1,1,1,1,2,3,3,2,2,3,2,3,3,3,2,2,2,3,3,3
2550,3,3,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1
2559,3,3,1,2,5,4,4,4,5,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2563,3,3,1,3,2,2,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2565,3,3,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1
2566,3,3,1,2,4,2,2,3,2,3,3,3,2,2,3,3,2,4,4,3,2,4,2,2,5,3,3,3,2,4,3,2,3
2567,3,3,1,3,4,1,1,1,2,2,1,1,2,2,1,1,1,1,1,1,1,2,1,3,1,3,3,1,1,1,2,1,1
2571,3,3,1,3,5,4,3,4,4,4,3,4,3,3,3,3,3,4,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4
2573,3,3,1,4,4,1,2,2,2,3,3,4,3,3,2,3,3,3,3,3,2,3,3,3,2,3,3,3,3,2,2,3,2
2574,3,3,1,1,3,1,4,3,2,4,4,3,2,5,5,2,5,4,4,4,4,4,4,4,4,5,5,4,5,5,3,2,4
2576,3,3,1,1,3,1,1,5,2,1,4,2,2,1,1,3,3,3,3,3,1,5,1,1,4,4,4,4,4,4,1,1,5
2578,3,3,1,3,4,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2580,3,3,1,3,4,2,2,4,2,3,3,3,2,3,3,3,4,4,4,4,3,4,4,4,4,3,4,3,3,3,3,2,4
2586,3,3,1,2,4,2,2,3,2,2,2,2,2,2,2,2,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2589,3,3,1,2,4,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2591,3,3,1,2,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,2
2594,3,3,1,3,4,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,4,1,3,1,2,4,2,2,3,2,1,2
2595,3,3,1,1,4,3,4,4,4,4,4,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,4
2601,3,3,1,2,5,1,1,2,2,2,2,2,2,1,1,1,1,3,3,3,1,4,1,2,2,2,3,2,2,3,1,2,3
2605,3,3,1,2,4,2,3,2,3,2,2,2,2,2,1,3,3,3,3,3,2,5,2,3,5,4,5,2,3,5,1,2,5
2606,3,3,1,3,5,1,1,1,2,2,2,2,3,3,3,2,3,4,4,3,3,3,3,3,3,3,3,3,4,4,4,4,3
2608,3,3,1,1,4,2,2,2,2,2,2,2,2,4,2,1,2,3,3,3,2,4,1,2,3,4,5,3,3,5,4,3,5
2609,3,3,1,3,3,1,1,1,2,2,2,2,2,3,3,3,3,2,2,2,2,1,1,1,1,1,3,3,3,3,3,2,1
2611,3,3,1,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5
2612,3,3,1,2,3,2,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,2,2,2,2,2,2,2,2,2,2
2613,3,3,1,1,5,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,1,5,2,4,5,4,4,4,3,4,3,1,4
2617,3,3,1,2,4,2,2,3,4,4,4,2,2,3,2,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2619,3,3,1,2,4,2,3,3,3,3,2,2,2,2,2,2,2,4,4,4,3,4,3,4,4,4,4,3,3,4,3,2,4
2623,3,3,1,4,1,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,3,2,2,2,3
2628,3,3,1,1,5,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,3,3,3,3,3
2630,3,3,1,2,5,4,5,5,4,4,4,4,3,4,5,4,4,3,4,4,4,5,4,4,4,3,3,3,4,3,5,4,5
2634,3,3,1,3,5,1,1,1,1,2,1,4,1,3,1,1,1,3,4,3,1,4,1,1,1,4,4,1,1,4,1,1,2
2635,3,3,1,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,3,5,5,5,5,5,5,5,5
2638,3,3,1,1,3,2,2,3,3,2,1,1,2,1,1,1,2,1,1,1,1,4,1,1,1,2,3,2,4,2,3,2,1
2641,3,3,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,5,1,1,1,1,1,1,1,1,1,1,1
2651,3,3,1,3,4,4,4,3,3,3,3,4,4,5,4,3,2,3,3,3,3,4,3,4,4,5,4,4,4,4,3,4,3
2655,3,3,1,3,3,2,2,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2656,3,3,1,1,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5
2662,3,3,1,3,4,2,2,3,2,2,2,2,2,2,2,2,2,4,3,3,2,2,3,4,3,3,3,3,3,3,4,3,4
2664,3,3,1,3,4,2,2,4,3,2,2,2,2,4,2,2,2,2,3,3,1,4,1,2,3,2,3,2,2,3,2,2,4
2665,3,3,1,1,3,2,2,4,2,3,3,3,3,3,3,3,3,3,3,3,3,4,4,5,5,5,5,5,4,5,4,2,5
2666,3,3,1,3,2,4,4,5,4,5,4,4,3,5,5,5,4,5,5,5,5,5,4,5,5,5,5,4,3,5,4,2,5
2672,3,3,2,1,4,1,2,4,1,3,3,1,1,3,2,1,2,4,4,2,1,4,2,2,5,2,1,2,2,3,5,1,5
2677,3,3,1,2,5,1,3,1,2,2,1,2,2,3,1,2,2,1,2,2,2,2,3,2,1,2,2,1,2,2,2,2,2
2682,3,3,2,1,1,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2683,3,3,1,1,1,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2698,3,3,1,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2722,3,3,1,1,5,5,4,5,4,5,4,3,4,3,3,4,5,5,4,5,4,3,3,3,5,4,5,4,2,4,3,4,5
2729,3,3,1,2,3,1,1,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,5,5,3,5,5
2730,3,3,1,4,3,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,2,1,2,2,1,1,1,1,1,1,1,1
2740,3,3,1,2,2,3,4,5,4,4,4,4,4,4,4,5,5,4,4,4,4,5,5,4,4,4,5,4,4,4,4,4,4
2741,3,3,1,4,3,2,2,4,2,2,2,2,2,1,1,2,2,3,3,2,1,4,2,2,3,2,2,1,2,3,2,2,3
2750,3,3,1,3,4,3,4,3,3,3,3,3,3,3,3,3,3,3,4,3,4,4,3,4,4,3,4,4,3,4,3,3,3
2752,3,3,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1
2753,3,3,1,1,4,4,4,5,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,5,4,5,4,3,5,2,5,2,4
2760,3,3,1,2,3,4,4,4,5,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2761,3,3,1,3,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4
2766,3,3,3,3,3,4,3,3,3,4,4,3,4,3,4,4,4,4,3,3,4,4,3,3,3,4,4,3,3,4,4,3,3
2775,3,3,1,3,3,2,3,3,2,2,2,2,2,3,1,1,1,3,2,2,2,3,2,3,3,3,3,2,2,3,2,2,5
2782,3,3,1,4,3,3,3,2,3,3,3,3,3,4,3,2,3,3,4,3,3,4,3,3,3,4,4,4,4,4,3,4,4
2785,3,3,1,1,5,2,2,2,2,2,2,4,3,2,2,2,2,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4
2789,3,3,1,3,4,1,2,3,1,3,3,3,3,2,3,1,2,2,2,3,2,4,3,3,3,4,4,4,3,4,2,1,4
2790,3,3,1,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3
2791,3,3,1,2,5,2,5,2,3,2,3,3,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,3,4,4,4,5
2794,3,3,1,2,5,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2795,3,3,1,3,4,3,3,4,3,3,3,3,3,3,3,3,3,4,4,3,3,4,2,3,4,3,4,3,3,4,4,3,4
2800,3,3,1,2,3,3,3,4,3,3,4,4,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2801,3,3,1,4,3,5,5,5,2,4,3,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,4,5
2803,3,3,1,4,1,1,2,4,5,5,4,4,5,4,4,5,4,4,5,4,4,5,4,4,5,4,4,5,4,4,5,4,5
2812,3,3,3,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2816,3,3,3,2,3,4,3,3,3,3,5,3,3,3,3,3,3,3,5,5,3,3,3,4,3,3,3,2,2,2,2,2,2
2818,3,3,2,1,4,3,3,4,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2819,3,3,2,1,5,2,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2823,3,3,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1
2825,3,3,1,1,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2828,3,3,1,2,4,3,4,3,4,5,4,5,2,2,1,2,1,3,3,3,2,2,3,2,3,2,2,2,3,3,2,3,4
2829,3,3,2,4,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1
2841,3,3,1,1,5,1,1,3,1,1,1,1,1,1,1,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2842,3,3,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,1,2,1
2846,3,3,1,2,4,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,2,2,2,3,2,2,2,2,2,4,2
2849,3,3,1,3,4,3,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2851,3,3,1,2,4,5,5,5,5,5,2,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2854,3,3,1,2,4,2,2,3,2,2,2,2,2,3,2,2,2,2,3,2,2,3,2,2,2,2,2,2,2,3,2,2,2
2855,3,3,1,2,4,2,4,2,2,3,3,3,2,3,3,3,3,5,5,5,3,5,2,3,4,3,4,3,3,3,4,2,4
2858,3,3,1,1,5,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2862,3,3,1,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,4,2,3,3,3,3,3,3
2863,3,3,1,2,4,5,1,5,5,5,5,4,4,5,5,4,5,5,5,4,4,3,5,5,5,5,4,5,5,4,5,5,5
2865,3,3,1,1,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4
2867,3,3,1,2,4,1,1,4,1,1,3,1,1,1,1,1,1,3,2,2,1,4,1,1,4,3,3,1,1,3,2,1,4
2868,3,3,1,1,2,3,3,4,3,2,3,3,2,3,4,4,3,4,5,4,4,4,3,4,5,4,4,5,5,5,4,4,3
2869,3,3,2,1,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2870,3,3,1,1,3,2,2,2,3,2,2,2,2,2,3,2,2,3,2,4,2,2,3,2,2,2,2,2,2,2,2,3,2
2871,3,3,1,4,3,2,2,4,2,2,3,2,2,3,4,4,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5
2872,3,3,1,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2
2881,3,3,1,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,4
2889,3,3,1,2,4,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
2892,3,3,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
2894,3,3,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,4,5,5,5,5,5,5,5,5,3,2,5
2901,3,3,1,3,3,5,5,5,5,5,4,5,5,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2902,3,3,1,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,3,2,2,3,3,4,4,5,5,5
2903,3,3,1,4,3,4,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2904,3,3,1,3,3,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2907,3,3,1,3,3,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,1,1,3,2,2,2,2,2,3,3
2908,3,3,1,4,3,3,3,2,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2919,3,3,1,1,4,1,1,3,1,1,3,3,1,1,1,1,1,3,3,4,4,4,4,5,5,5,5,5,5,5,5,5,5
2920,3,3,1,3,3,2,3,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2921,3,3,1,1,3,2,2,4,2,2,2,2,2,2,3,3,2,4,4,4,3,4,3,4,4,4,4,2,4,4,4,4,4
2922,3,3,1,2,4,2,2,2,2,2,2,2,1,1,1,2,1,3,3,2,2,4,1,1,2,3,3,2,3,3,2,2,4
2923,3,3,1,1,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2924,3,3,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,3,3,4,4,4,3,3,3,4,3,4,3,4
2925,3,3,1,3,3,5,5,5,5,5,5,5,4,4,4,4,4,3,5,5,5,5,4,4,3,5,5,5,5,5,4,4,4
2926,3,3,1,1,3,3,3,4,4,3,2,4,3,3,3,4,3,3,3,3,3,4,3,3,3,4,4,3,3,3,3,3,3
2932,3,3,1,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3
2934,3,3,1,4,1,1,2,2,2,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2936,3,3,1,2,3,2,2,4,2,2,2,2,2,2,2,1,2,3,3,3,2,4,2,2,2,2,3,2,2,2,2,2,4
2937,3,3,1,2,4,1,1,2,3,1,2,3,2,2,1,1,1,3,3,3,1,4,1,3,2,2,4,3,3,3,2,2,3
2939,3,3,1,2,4,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2940,3,3,1,4,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2944,3,3,1,3,4,3,3,3,3,4,3,3,5,4,3,4,4,4,3,4,5,4,4,4,4,4,4,3,3,4,4,4,3
2946,3,3,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2952,3,3,1,3,3,4,4,4,4,4,4,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2953,3,3,1,4,3,3,3,3,3,3,3,3,4,3,4,2,3,3,3,3,3,3,3,3,4,4,3,3,2,4,3,3,3
2958,3,3,1,3,5,5,4,3,4,3,2,4,5,3,1,3,5,1,2,4,3,5,3,3,3,3,3,3,3,5,5,1,1
2964,3,3,3,1,4,5,5,5,5,5,5,5,4,4,4,5,4,5,4,4,4,4,4,4,4,5,5,5,5,5,4,4,5
2966,3,3,2,1,4,3,3,3,3,3,3,4,3,4,3,4,3,3,4,3,3,3,3,3,3,3,3,3,2,3,3,2,3
2968,3,3,1,1,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,2,4,5,5,5,5,5,4,5,5
2970,3,3,2,1,4,2,1,2,2,1,2,1,2,1,2,2,1,1,2,2,1,4,2,2,1,3,2,2,1,2,1,2,1
2976,3,3,2,1,4,3,3,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2977,3,3,2,4,3,4,5,4,5,4,4,5,5,4,5,1,5,4,5,4,5,5,5,4,4,3,5,4,4,4,5,4,5
2987,3,3,2,1,4,5,5,5,5,3,4,4,3,3,3,5,5,3,3,2,2,5,5,4,4,4,5,5,5,5,4,4,5
